id,title,location_id,location_name,location_slug,city,property_type,area_sqft,bedrooms,bathrooms,property_age,floor_number,total_floors,amenities,amenity_count,has_parking,has_power_backup,has_security,has_gym,has_pool,has_clubhouse,lat,lng,base_micro_price_sqft,fair_value_sqft,fair_value_total,current_price,monthly_rent,rental_yield,infra_score,flood_risk_score,demand_index,supply_index,selling_days,status,listed_date
84,2 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,882,2,2,9,15,24,"[""Gymnasium"", ""Clubhouse"", ""Swimming Pool"", ""EV Charging Station""]",4,False,False,False,True,True,True,12.96229,80.24746,7500,7201,6351282,6351282,23817,4.5,86,58,77,60,72,Active,2026-01-04
85,3 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1418,3,3,13,12,18,"[""Clubhouse"", ""Children Play Area"", ""Gymnasium"", ""Intercom"", ""Power Backup""]",5,False,True,False,True,False,True,13.0923,80.2141,14200,12528,17764704,18652939,41451,2.8,94,22,86,42,48,Active,2026-03-02
86,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1077,2,2,11,8,18,"[""Covered Car Parking""]",1,True,False,False,False,False,False,13.03086,80.2323,14800,14574,15696198,16481008,44473,3.4,95,40,85,36,45,Active,2026-06-12
87,2 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,947,2,2,14,7,7,"[""Power Backup""]",1,False,True,False,False,False,False,12.89057,80.23513,6200,5604,5306988,5731547,18132,4.1,88,45,68,82,115,Active,2026-01-02
88,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,914,2,2,2,7,22,"[""Power Backup"", ""Rainwater Harvesting"", ""Intercom"", ""Clubhouse"", ""Gymnasium""]",5,False,True,False,True,False,True,13.00209,80.18177,11500,12695,11603230,12183392,37710,3.9,96,30,78,45,52,Sold,2026-07-05
89,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,939,2,2,0,6,7,"[""Swimming Pool"", ""Covered Car Parking""]",2,True,False,False,False,True,False,12.91853,80.12837,5100,5532,5194548,5090657,16449,3.8,79,32,84,54,60,Active,2026-01-06
90,1 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,709,1,1,3,17,17,"[""EV Charging Station""]",1,False,False,False,False,False,False,13.03808,80.16113,6400,6287,4457483,4546633,15973,4.3,85,42,81,58,65,Active,2026-05-19
91,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,963,2,2,9,2,23,"[""Swimming Pool"", ""Rainwater Harvesting"", ""EV Charging Station"", ""Children Play Area""]",4,False,False,False,False,True,False,12.99238,80.21166,7800,6838,6584994,6716694,25242,4.6,82,78,79,62,75,Active,2026-01-16
92,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1355,3,2,4,10,14,"[""Clubhouse""]",1,False,False,False,False,False,True,13.04042,80.24779,14800,14706,19926630,19926630,56459,3.4,95,40,85,36,45,Active,2026-05-18
93,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1155,2,2,14,10,20,"[""Rainwater Harvesting"", ""Children Play Area"", ""Gymnasium"", ""Intercom"", ""Covered Car Parking""]",5,True,False,False,True,False,False,13.02359,80.23638,14800,13157,15196335,14588482,43056,3.4,95,40,85,36,45,Active,2026-06-25
94,3 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1500,3,3,13,8,18,"[""EV Charging Station"", ""Children Play Area"", ""Intercom"", ""Covered Car Parking""]",4,True,False,False,False,False,False,12.84965,80.25332,9200,9178,13767000,13216320,36712,3.2,75,68,69,52,90,Active,2026-03-22
95,3 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,1725,3,3,17,1,3,"[""Gymnasium""]",1,False,False,False,True,False,False,13.03495,80.15579,6400,4840,8349000,8015040,29917,4.3,85,42,81,58,65,Sold,2026-01-24
96,3 BHK Independent House in T. Nagar,12,T. Nagar,t-nagar,Chennai,Independent House,1632,3,3,3,1,3,"[""Intercom"", ""Rainwater Harvesting"", ""Covered Car Parking"", ""EV Charging Station"", ""Swimming Pool""]",5,True,False,False,False,True,False,13.04774,80.23649,14800,15902,25952064,26471105,73531,3.4,95,40,85,36,45,Active,2026-06-25
97,4 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,1310,4,4,21,1,2,"[""Covered Car Parking"", ""Gymnasium"", ""Power Backup""]",3,True,True,False,True,False,False,12.91985,80.18087,5400,4113,5388030,5280269,17960,4.0,80,52,82,64,70,Active,2026-02-28
98,4 BHK Villa in Velachery,2,Velachery,velachery,Chennai,Villa,4478,4,4,1,1,3,"[""24/7 Security"", ""Power Backup"", ""Children Play Area"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Covered Car Parking"", ""Swimming Pool"", ""Clubhouse""]",8,True,True,True,False,True,True,12.99201,80.22229,7800,10816,48434048,52308772,185664,4.6,82,78,79,62,75,Active,2026-03-01
99,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1240,2,2,11,6,13,"[""Clubhouse""]",1,False,False,False,False,False,True,12.92126,80.12108,5100,4617,5725080,5610578,18129,3.8,79,32,84,54,60,Active,2026-04-03
100,3 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1311,3,2,12,7,20,"[""EV Charging Station"", ""Covered Car Parking"", ""Clubhouse"", ""Rainwater Harvesting""]",4,True,False,False,False,False,True,12.9345,80.12224,5100,4970,6515670,6515670,20633,3.8,79,32,84,54,60,Active,2026-07-19
101,2 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,1315,2,2,7,1,1,"[""Swimming Pool"", ""Gymnasium"", ""24/7 Security"", ""Power Backup"", ""Covered Car Parking""]",5,True,True,True,True,True,False,12.96191,80.24836,7500,7252,9536380,9727108,35761,4.5,86,58,77,60,72,Active,2026-04-14
102,3 BHK Villa in Porur,5,Porur,porur,Chennai,Villa,4298,3,3,5,1,2,"[""Gymnasium"", ""24/7 Security"", ""EV Charging Station"", ""Intercom"", ""Covered Car Parking""]",5,True,False,True,True,False,False,13.04617,80.15045,6400,7855,33760790,33760790,120976,4.3,85,42,81,58,65,Sold,2026-04-20
103,2 BHK Independent House in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Independent House,2334,2,2,6,1,1,"[""24/7 Security"", ""Covered Car Parking"", ""Gymnasium""]",3,True,False,True,True,False,False,12.88908,80.23035,6200,5711,13329474,12796295,45542,4.1,88,45,68,82,115,Active,2026-04-06
104,4 BHK Villa in Tambaram,3,Tambaram,tambaram,Chennai,Villa,3142,4,4,1,1,3,"[""Swimming Pool"", ""Children Play Area"", ""Rainwater Harvesting"", ""Power Backup"", ""EV Charging Station""]",5,False,True,False,False,True,False,12.92855,80.14482,5100,6520,20485840,20485840,64872,3.8,79,32,84,54,60,Active,2026-05-13
105,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1576,3,2,10,1,16,"[""Rainwater Harvesting"", ""EV Charging Station""]",2,False,False,False,False,False,False,13.05619,80.24007,14800,14238,22439088,24234215,63577,3.4,95,40,85,36,45,Active,2026-01-14
106,2 BHK Independent House in Velachery,2,Velachery,velachery,Chennai,Independent House,2740,2,2,4,1,3,"[""24/7 Security"", ""Covered Car Parking"", ""Power Backup"", ""Clubhouse""]",4,True,True,True,False,False,True,12.97298,80.21449,7800,8058,22078920,21637342,84636,4.6,82,78,79,62,75,Sold,2026-06-04
107,2 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1247,2,2,4,6,15,"[""Gymnasium"", ""Clubhouse"", ""24/7 Security""]",3,False,False,True,True,False,True,12.84475,80.2311,9200,9823,12249281,12004295,32665,3.2,75,68,69,52,90,Sold,2026-02-25
108,2 BHK Independent House in Adyar,11,Adyar,adyar,Chennai,Independent House,3123,2,2,20,1,2,"[""EV Charging Station"", ""Covered Car Parking"", ""Intercom"", ""Gymnasium"", ""Power Backup""]",5,True,True,False,True,False,False,12.99943,80.25429,15800,11903,37173069,35686146,80542,2.6,93,38,88,38,42,Active,2026-06-10
109,3 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,1640,3,2,14,8,13,"[""Swimming Pool"", ""Covered Car Parking""]",2,True,False,False,False,True,False,13.0455,80.15893,6400,5740,9413600,9413600,33732,4.3,85,42,81,58,65,Sold,2026-07-28
110,3 BHK Gated Community Apartment in Velachery,2,Velachery,velachery,Chennai,Gated Community Apartment,1799,3,3,1,18,18,"[""Rainwater Harvesting"", ""Power Backup"", ""Covered Car Parking"", ""24/7 Security"", ""Intercom""]",5,True,True,True,False,False,False,12.97456,80.22346,7800,9531,17146269,18003582,65727,4.6,82,78,79,62,75,Sold,2026-01-15
111,4 BHK Villa in Velachery,2,Velachery,velachery,Chennai,Villa,3606,4,4,8,1,2,"[""Clubhouse"", ""Swimming Pool"", ""Power Backup"", ""Covered Car Parking"", ""EV Charging Station"", ""Children Play Area"", ""Gymnasium""]",7,True,True,False,True,True,True,12.97478,80.22831,7800,10212,36824472,36824472,141160,4.6,82,78,79,62,75,Active,2026-03-13
112,4 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,1314,4,4,22,1,3,"[""Gymnasium"", ""Covered Car Parking"", ""Rainwater Harvesting""]",3,True,False,False,True,False,False,12.91995,80.18003,5400,4275,5617350,5898218,18724,4.0,80,52,82,64,70,Active,2026-03-09
113,5 BHK Penthouse in T. Nagar,12,T. Nagar,t-nagar,Chennai,Penthouse,3415,5,6,1,22,22,"[""Clubhouse"", ""Covered Car Parking"", ""24/7 Security"", ""Intercom"", ""Children Play Area"", ""Power Backup""]",6,True,True,True,False,False,True,13.04111,80.2406,14800,21880,74720200,73225796,211707,3.4,95,40,85,36,45,Active,2026-01-10
114,2 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1018,2,2,13,2,8,"[""Covered Car Parking"", ""Swimming Pool"", ""Rainwater Harvesting"", ""Clubhouse"", ""Gymnasium""]",5,True,False,False,True,True,True,12.86491,80.24517,9200,8591,8745638,8570725,23322,3.2,75,68,69,52,90,Active,2026-07-16
115,3 BHK Villa in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Villa,2763,3,3,1,1,2,"[""Gymnasium"", ""Intercom"", ""Swimming Pool"", ""Covered Car Parking""]",4,True,False,False,True,True,False,13.0936,80.19491,14200,20300,56088900,56088900,130874,2.8,94,22,86,42,48,Active,2026-05-05
116,3 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,1764,3,3,24,1,1,"[""Clubhouse"", ""EV Charging Station"", ""Swimming Pool"", ""Power Backup"", ""Rainwater Harvesting""]",5,False,True,False,False,True,True,12.97143,80.24915,7500,5759,10158876,10971586,38096,4.5,86,58,77,60,72,Active,2026-04-20
117,4 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,2938,4,4,19,1,1,"[""24/7 Security"", ""EV Charging Station""]",2,False,False,True,False,False,False,13.04202,80.1545,6400,4962,14578356,14286789,52239,4.3,85,42,81,58,65,Active,2026-05-15
118,3 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1671,3,3,4,4,9,"[""Swimming Pool"", ""EV Charging Station"", ""Covered Car Parking""]",3,True,False,False,False,True,False,12.89933,80.2211,6100,6137,10254927,10767673,37601,4.4,84,62,72,78,105,Active,2026-06-28
119,3 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1571,3,2,14,5,9,"[""Clubhouse"", ""Children Play Area"", ""Gymnasium"", ""EV Charging Station"", ""Power Backup"", ""Rainwater Harvesting""]",6,False,True,False,True,False,True,12.8438,80.25076,9200,9241,14517611,13936907,38714,3.2,75,68,69,52,90,Active,2026-04-17
120,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,891,2,2,0,4,15,"[""Gymnasium"", ""Covered Car Parking"", ""Clubhouse""]",3,True,False,False,True,False,True,13.01627,80.19762,11500,12865,11462715,11233461,37254,3.9,96,30,78,45,52,Sold,2026-07-16
121,4 BHK Independent House in T. Nagar,12,T. Nagar,t-nagar,Chennai,Independent House,3021,4,4,21,1,2,"[""Gymnasium""]",1,False,False,False,True,False,False,13.03295,80.23047,14800,10585,31977285,30698194,90602,3.4,95,40,85,36,45,Sold,2026-07-05
122,3 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1903,3,3,9,7,7,"[""24/7 Security"", ""Gymnasium"", ""Swimming Pool""]",3,False,False,True,True,True,False,12.86882,80.2418,9200,9146,17404838,17056741,46413,3.2,75,68,69,52,90,Active,2026-07-20
123,1 BHK Gated Community Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Gated Community Apartment,647,1,1,0,18,23,"[""Intercom"", ""Power Backup"", ""Clubhouse"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Swimming Pool"", ""Children Play Area""]",7,False,True,False,False,True,True,12.91266,80.24135,6100,7151,4626697,4534163,16965,4.4,84,62,72,78,105,Active,2026-02-22
124,1 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,612,1,1,0,5,6,"[""EV Charging Station"", ""Swimming Pool"", ""Children Play Area"", ""Clubhouse""]",4,False,False,False,False,True,True,12.98899,80.2666,15800,16489,10091268,10091268,21864,2.6,93,38,88,38,42,Active,2026-03-26
125,4 BHK Villa in Velachery,2,Velachery,velachery,Chennai,Villa,4773,4,4,9,1,2,"[""Covered Car Parking"", ""Clubhouse"", ""Swimming Pool"", ""Intercom"", ""24/7 Security"", ""Children Play Area"", ""Gymnasium""]",7,True,False,True,True,True,True,12.96921,80.23891,7800,9680,46202640,49898851,177110,4.6,82,78,79,62,75,Active,2026-06-16
126,2 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,919,2,2,14,6,6,"[""24/7 Security""]",1,False,False,True,False,False,False,13.01354,80.27255,15800,13422,12334818,12088122,26725,2.6,93,38,88,38,42,Sold,2026-02-02
127,4 BHK Independent House in Guindy,6,Guindy,guindy,Chennai,Independent House,2731,4,4,17,1,3,"[""Swimming Pool"", ""Power Backup"", ""24/7 Security""]",3,False,True,True,False,True,False,13.01435,80.1975,11500,10190,27828890,27828890,90444,3.9,96,30,78,45,52,Active,2026-01-28
128,2 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,913,2,2,12,7,15,"[""EV Charging Station"", ""Children Play Area"", ""Covered Car Parking"", ""Gymnasium"", ""Power Backup"", ""Rainwater Harvesting"", ""Clubhouse""]",7,True,True,False,True,False,True,12.99465,80.25647,15800,17025,15543825,16321016,33678,2.6,93,38,88,38,42,Sold,2026-01-24
129,1 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,674,1,1,9,9,9,"[""Gymnasium"", ""Rainwater Harvesting"", ""Covered Car Parking""]",3,True,False,False,True,False,False,12.91331,80.19798,5400,5400,3639600,3930768,12132,4.0,80,52,82,64,70,Sold,2026-04-20
130,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1203,2,2,14,12,18,"[""Covered Car Parking""]",1,True,False,False,False,False,False,13.03267,80.23255,14800,13301,16001103,16801158,45336,3.4,95,40,85,36,45,Active,2026-03-21
131,1 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,683,1,1,5,12,16,"[""Clubhouse""]",1,False,False,False,False,False,True,12.89202,80.23194,6200,5922,4044726,4246962,13819,4.1,88,45,68,82,115,Active,2026-04-02
132,3 BHK Villa in Tambaram,3,Tambaram,tambaram,Chennai,Villa,3700,3,3,6,1,3,"[""Swimming Pool"", ""Clubhouse"", ""EV Charging Station"", ""Intercom"", ""Children Play Area"", ""Power Backup""]",6,False,True,False,False,True,True,12.91671,80.14233,5100,6096,22555200,21652992,71425,3.8,79,32,84,54,60,Active,2026-05-12
133,3 BHK Independent House in Medavakkam,7,Medavakkam,medavakkam,Chennai,Independent House,2241,3,3,5,1,1,"[""Clubhouse""]",1,False,False,False,False,False,True,12.92059,80.19958,5400,5080,11384280,11611966,37948,4.0,80,52,82,64,70,Active,2026-05-04
134,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1736,3,2,15,10,23,"[""Gymnasium"", ""Clubhouse""]",2,False,False,False,True,False,True,13.05328,80.16885,6400,5500,9548000,9166080,34214,4.3,85,42,81,58,65,Active,2026-06-15
135,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1607,3,3,9,5,6,"[""Clubhouse"", ""Rainwater Harvesting"", ""Covered Car Parking""]",3,True,False,False,False,False,True,12.9665,80.21698,7800,6963,11189541,11749018,42893,4.6,82,78,79,62,75,Sold,2026-02-26
136,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1102,2,2,11,3,4,"[""Intercom"", ""Clubhouse"", ""Gymnasium"", ""Swimming Pool""]",4,False,False,False,True,True,True,12.92749,80.12632,5100,4881,5378862,5378862,17033,3.8,79,32,84,54,60,Active,2026-06-24
137,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1243,2,2,4,3,17,"[""Gymnasium"", ""EV Charging Station"", ""Intercom""]",3,False,False,False,True,False,False,12.89944,80.22495,6100,6376,7925368,8559397,29060,4.4,84,62,72,78,105,Active,2026-02-27
138,3 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1466,3,2,1,17,17,"[""Gymnasium"", ""Intercom"", ""Clubhouse"", ""EV Charging Station"", ""Rainwater Harvesting"", ""Covered Car Parking"", ""Children Play Area"", ""Power Backup""]",8,True,True,False,True,False,True,12.84564,80.22202,9200,11741,17212306,16868060,45899,3.2,75,68,69,52,90,Active,2026-05-10
139,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1175,2,2,4,9,21,"[""Rainwater Harvesting"", ""Intercom"", ""Gymnasium""]",3,False,False,False,True,False,False,12.97287,80.19823,7800,8035,9441125,9913181,36191,4.6,82,78,79,62,75,Active,2026-05-19
140,3 BHK Villa in Tambaram,3,Tambaram,tambaram,Chennai,Villa,4757,3,3,9,1,3,"[""Swimming Pool"", ""Gymnasium""]",2,False,False,False,True,True,False,12.92008,80.13125,5100,5819,27680983,26573744,87656,3.8,79,32,84,54,60,Active,2026-07-19
141,3 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,2806,3,3,22,1,3,"[""EV Charging Station""]",1,False,False,False,False,False,False,13.03361,80.15933,6400,4857,13628742,14719041,48836,4.3,85,42,81,58,65,Active,2026-06-10
142,2 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,1200,2,2,14,10,16,"[""Swimming Pool""]",1,False,False,False,False,True,False,12.9002,80.22627,6100,5332,6398400,6270432,23461,4.4,84,62,72,78,105,Active,2026-04-15
143,2 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,923,2,2,10,14,14,"[""Children Play Area"", ""Clubhouse"", ""Covered Car Parking""]",3,True,False,False,False,False,True,13.08323,80.20338,14200,13800,12737400,13374270,29721,2.8,94,22,86,42,48,Active,2026-03-08
144,3 BHK Villa in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Villa,4041,3,3,2,1,2,"[""Swimming Pool"", ""24/7 Security""]",2,False,False,True,False,True,False,12.91294,80.22573,6100,7382,29830662,30427275,109379,4.4,84,62,72,78,105,Active,2026-04-08
145,3 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1871,3,3,15,3,10,"[""EV Charging Station"", ""Rainwater Harvesting"", ""24/7 Security"", ""Power Backup"", ""Swimming Pool""]",5,False,True,True,False,True,False,12.92479,80.12831,5100,4441,8309111,7976747,26312,3.8,79,32,84,54,60,Active,2026-05-15
146,2 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,1030,2,2,9,1,5,"[""Rainwater Harvesting"", ""EV Charging Station"", ""24/7 Security"", ""Intercom""]",4,False,False,True,False,False,False,13.09089,80.20785,14200,12857,13242710,12713002,30900,2.8,94,22,86,42,48,Active,2026-04-05
147,3 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,1692,3,3,1,4,5,"[""Intercom"", ""Power Backup"", ""Covered Car Parking"", ""24/7 Security"", ""Clubhouse""]",5,True,True,True,False,False,True,13.0389,80.16212,6400,6947,11754324,11284151,42120,4.3,85,42,81,58,65,Active,2026-04-25
148,2 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1169,2,2,4,4,23,"[""Children Play Area""]",1,False,False,False,False,False,False,12.8425,80.24077,9200,9031,10557239,10557239,28153,3.2,75,68,69,52,90,Active,2026-03-18
149,4 BHK Villa in Guindy,6,Guindy,guindy,Chennai,Villa,3015,4,4,8,1,3,"[""Swimming Pool"", ""Rainwater Harvesting""]",2,False,False,False,False,True,False,13.01124,80.19183,11500,12790,38561850,37790613,125326,3.9,96,30,78,45,52,Active,2026-07-16
150,2 BHK Gated Community Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Gated Community Apartment,1160,2,2,10,5,20,"[""Covered Car Parking"", ""Clubhouse"", ""Children Play Area"", ""24/7 Security"", ""Rainwater Harvesting"", ""Intercom""]",6,True,False,True,False,False,True,12.84208,80.25432,9200,10608,12305280,12920544,32814,3.2,75,68,69,52,90,Active,2026-07-17
151,2 BHK Apartment in ECR (East Coast Road),9,ECR (East Coast Road),ecr,Chennai,Apartment,1138,2,2,0,8,13,"[""Covered Car Parking"", ""Gymnasium"", ""Children Play Area""]",3,True,False,False,True,False,False,12.85067,80.25006,9200,9677,11012426,11563047,29366,3.2,75,68,69,52,90,Active,2026-06-28
